line,text,genre
31,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Qu'arrive-t-il aux élèves du prestigieux lycée St Joan ? Une adolescente est prise de convulsions puis d'autres présentent à sa suite d'étranges symptômes : perte de cheveux, paralysie, quintes de toux... La presse s'empare de l'affaire, la rumeur enfle jusqu'à la panique. Seule Colleen remarque un détail qui a échappé à tous : St Joan se trouve à l'emplacement du village de Salem où, trois siècles plus tôt, des jeunes filles ont été touchées par des troubles similaires…Les époques se croisent, les drames se nouent : conséquences d’une pression scolaire excessive ? simulation ? sorcellerie ? Mettant en parallèle deux histoires inspirées de faits réels, l’auteur nous entraîne dans une enquête pleine de suspense, sur fond de paranormal. Saisissant. Michel Abescat, Télérama.La romancière offre une voix puissante à ces jeunes filles dépassées par ce que l’on exige d’elles, notamment ces lycéennes que l’on dit parfaites. Françoise Dargent, Le Figaro.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
32,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Mercy Lynch est infirmière à Richmond. Elle doit se rendre en urgence à Seattle afin de faire ses adieux à son père mourant. Elle prend un dirigeable pour le Mississippi et arrive à St Louis, où l’attend un train tiré par une terrifiante machine à vapeur de l’Union : le Dreadnought. Tout se déroule normalement, jusqu’à ce que des pirates, puis des rebelles confédérés, investissent le train. Mais pourquoi toute cette agitation ? Serait-ce à cause du mystérieux chargement du second wagon ? Pour arriver à destination et descendre en vie du Dreadnought, Mercy devra survivre aux intrigues de l’Union et des Confédérés...Après Boneshaker, prix Locus du meilleur roman de science-fiction, et Clementine, voici le troisième tome du Siècle mécanique. L’auteur est au meilleur de sa plume. Si vous n’avez pas encore découvert cette série, nous ne pouvons que vous conseiller de sauter le pas pour des heures de lecture captivante. Elbakin.net     
    
  
  
  
  
  
  
  

  
  ",Fantastique
33,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1880. La Guerre Civile américaine fait rage. Des dirigeables de combat sillonnent le ciel pendant que les scientifiques détournent les lois de la nature pour créer sans cesse de nouvelles armes. C'est dans cet univers que Maria Boyd, ancienne espionne confédérée, est chargée de protéger le dirigeable Clementine pour lui permettre de livrer sa précieuse cargaison. Mais un mystérieux pirate de l'air ne semble pas l'entendre de cette oreille et Maria devra user de toutes ses ressources pour accomplir sa mission.Après Boneshaker, prix Locus du meilleur roman de science-fiction, voici le deuxième tome du Siècle mécanique.  Un roman efficace, aux personnages attachants, aux courses-poursuites rondement menées. Une lecture divertissante. Hervé Le Roux, Bifrost.      
    
  
  
  
  
  
  
  

  
  ",Fantastique
34,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1880. La guerre civile américaine fait rage depuis deux décennies, poussant les avancées technologiques dans d’étranges et terribles directions. Des dirigeables de combat sillonnent le ciel et des véhicules blindés rampent dans les tranchées. Les scientifiques détournent les lois de la nature et échangent leur âme contre des armes surnaturelles alimentées par le feu, la vapeur et le sang. Bienvenue dans le siècle mécanique. Un siècle sombre et terrifiant.Premier volet de la trilogie Le Siècle mécanique, Boneshaker a été en 2010 finaliste des prix Hugo et Nebula et lauréat du prix Locus du meilleur roman de science-fiction. Une haletante quête du père dans Seattle envahie par les zombies, un roman de steampunk riche et passionnant. Émilie Nogaro, ActuSF.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
35,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Rome, 1959. Dracula est sur le point de se marier en grande pompe avec la princesse moldave Asa Vajda. Mais cet événement mondain exceptionnel, qui rassemblera tout le gotha vivant et mort-vivant de la Ville éternelle, n'est que la première étape d'un ambitieux projet élaboré par le comte. Orson Welles et un agent secret vampire du nom de Bond sont également de la partie, ainsi qu'un mystérieux assassin, le Bourreau Écarlate, qui trouble la dolce vita de la cité en semant les cadavres derrière lui...Le troisième volet de la série Anno Dracula, qui revisite le mythe du vampire avec un brio inégalé.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
36,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Sous terre, dans un labyrinthe d’anciens tunnels miniers, Lilly Caul et les survivants de son groupe tentent d’organiser une nouvelle vie. Mais une ambition secrète brûle encore dans le cœur de Lilly. Elle veut voir sa Woodbury bien aimée renaître de ses cendres et débarrassée des zombies... Bien plus loin dans les terres, au milieu de vagues toujours plus terrifiantes de zombies qui semblent venir de toutes les directions, le psychotique révérend Jeremiah Garlitz rassemble de nouveaux adeptes et souhaite la destruction de Lilly et de ses amis. Or, pour la première fois, il a les moyens de faire déferler les enfers sur les survivants reclus dans les tunnels. Suivi par des millions de lecteurs (24 tomes parus aux éditions Delcourt) et de téléspectateurs (la série TV événement), The Walking Dead est un véritable phénomène. Invasion est le sixième roman inédit de cette série culte. Déjà paru :L’Ascension du Gouverneur, La Route de Woodbury, La Chute du Gouverneur 1, La Chute du Gouverneur 2, L’Ère du Prédicateur.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
37,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « La ville est plus hantée que je ne l’aurais cru. Une énergie macabre fourmille dans le sol, prête à éclore. Des mouvements imperceptibles ne cessent d’attirer mon attention. Je sais que, quelque part, se cache une âme si puissante qu’elle pourrait tuer par la seule force de son regard. Elle va essayer de me détruire. J’ai presque hâte de voir comment elle s’y prendra. » Il s’appelle Thésée Cassio Lowood. Exterminer les fantômes, c’est sa mission. Elle s’appelle Anna Korlov, dite « Anna à la robe de sang ». Il traque, chasse, tue, sans remords ; on ne sort pas vivant de la maison qu’elle hante depuis qu’elle a été assassinée. Pour lui, elle est une déesse de la mort ; pour elle, il est une proie comme les autres. Pourtant, elle a décidé l’épargner…Voici le premier tome d’une trilogie aux accents gothiques, une histoire addictive et originale qui vous fera frissonner.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
38,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Un terrible fléau s’abat sur Londres : des fantômes s’introduisent dans les maisons et terrorisent les occupants. Quand ils ne tentent pas de les assassiner. Lucy, talentueuse chasseuse de spectres, intègre l’agence du déjanté Anthony Lockwood pour une première mission très périlleuse : neutraliser un sanguinaire Duc rouge dans un sinistre manoir au fin fond de la campagne anglaise. Ajoutez à cela un Escalier hurleur, une chambre de torture, des squelettes derrière les portes, des agences concurrentes prêtes à tout pour vous nuire et pas une minute pour prendre le thé ! Avec son humour mordant et son style pétillant, Jonathan Stroud sort les squelettes des placards et lance un duo de choc sur les traces d’esprits frappeurs. Marie Rogatien, La Figaro magazine.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
39,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les clowns vous ont toujours fait un peu peur ?L’atmosphère des fêtes foraines vous angoisse ?Alors, un petit conseil : ne vous aventurez pas sur une grande roue un soir d’orage…  Joyland permet à Stephen King, outre une délectable virée dans le monde forain, de méditer sur les pratiques perverses des montreurs d’ombres, et de nous souffler à l’oreille que le contraire du paradis n’est pas l’enfer, mais un éden loti, tarifé, et rentable. François Angelier, Le Monde des livres.      
    
  
  
  
  
  
  
  

  
  ",Fantastique
40,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           La plupart des gens n'ont pas voulu y croire, les incidents se passaient loin, sans témoins…Depuis qu'ils sont nés, les enfants de Malorie n'ont jamais vu le ciel. Elle les a élevés seule, à l'abri du danger, sans nom, qui s'est abattu sur le monde. On dit qu'un coup d'œil suffit pour perdre la raison, être pris d'une pulsion meurtrière et retourner sa violence contre soi. Elle sait que bientôt les murs de la maison ne pourront plus protéger ses petits. Alors, les yeux bandés, tous trois vont affronter l'extérieur, et entamer un voyage terrifiant sur le fleuve, tentative désespérée pour rejoindre une colonie de rescapés. Arriveront-ils à bon port, guidés seulement par l’ouïe et l’instinct ?Un climat de tension habilement instauré, qui vous fera sursauter au moindre bruit.       
    
  
  
  
  
  
  
  

  
  ",Fantastique
41,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ceux qui n’apprennent rien du passé sont condamnés à le répéter. Depuis l’âge de pierre jusqu'à celui de l’information, les morts-vivants ont menacé d’engloutir l’humanité. Ils arrivent. Ils ont faim. N’attendez pas qu’ils vous surprennent !Vous trouverez ici les principales attaques zombies recensées depuis l’aube de l’humanité. Dans la savane africaine, contre les légions romaines, en haute mer avec Francis Drake… chaque civilisation a dû les affronter. Autant de leçons à méditer et à retenir. Organisez-vous avant qu’ils se soulèvent.Recueillies par le plus grand spécialiste mondial des zombies, ces Attaques répertoriées nous révèlent de quelle manière d’autres cultures ont fait face et survécu à cet immémorial fléau viral. Cette immersion dans les horreurs du passé permettra peut-être de nous préparer face à celles de demain.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
42,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Après un séjour en 1590, Diana Bishop et Matthew Clairmont reviennent dans le présent pour affronter de nouveaux dangers. Une terrible menace pèse sur leur avenir, et elle ne se dissipera que s’ils parviennent à récupérer les pages manquantes de l’Ashmole 782. Or le temps presse, car la grossesse de Diana arrive à son terme et Matthew a de son côté décidé de défier la Congrégation qui régit la vie de toutes les créatures surnaturelles.De vieux châteaux en laboratoires universitaires, depuis les collines de l’Auvergne jusqu’aux palais vénitiens, Diana et Matthew, décidés à protéger leur amour défendu, finiront par découvrir l'encens et terrible secret tant convoité. Le Nœud de la sorcière poursuitla série débutée avec Le Livre perdu des sortilèges et L’École de la nuit.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
